date,home_team,away_team,home_elo_pre,away_elo_pre,home_elo_post,away_elo_post,result,neutral,match_importance,elo_diff
1985-05-25,Scotland,England,1698.7524381841008,1897.9702105152944,1707.6112330197875,1889.1114156796077,HOME_WIN,False,OTHER,-199.2177723311936
1985-05-26,Colombia,Peru,1460.9742675916684,1567.4463497709066,1471.5651336443348,1556.8554837182403,HOME_WIN,False,QUALIFICATION,-106.47208217923821
1985-05-26,Bolivia,Paraguay,1375.799282568552,1546.0988988126715,1375.799282568552,1546.0988988126715,DRAW,False,QUALIFICATION,-170.29961624411953
1985-05-26,Costa Rica,United States,1641.3085581212088,1442.2372419559197,1641.3085581212088,1442.2372419559197,DRAW,False,OTHER,199.0713161652891
1985-05-26,Japan,Uruguay,1643.1986365915607,1707.7267261962832,1627.925234143711,1723.000128644133,AWAY_WIN,False,OTHER,-64.52808960472248
1985-05-26,Venezuela,Argentina,1245.366042433781,1823.2511977278352,1244.1176651605479,1824.4995750010685,AWAY_WIN,False,QUALIFICATION,-577.8851552940541
1985-05-26,Republic of Ireland,Spain,1547.1322163295413,1705.3363043979962,1547.1322163295413,1705.3363043979962,DRAW,False,FRIENDLY,-158.2040880684549
1985-05-28,Iceland,Scotland,1344.1512008934637,1707.6112330197875,1340.408974497425,1711.3534594158261,AWAY_WIN,False,QUALIFICATION,-363.46003212632377
1985-05-30,Albania,Poland,1324.0112535426886,1800.1679995675822,1321.8713596064943,1802.3078935037765,AWAY_WIN,False,QUALIFICATION,-476.15674602489366
1985-05-31,United States,Costa Rica,1442.2372419559197,1641.3085581212088,1437.2303969087993,1646.315403168329,AWAY_WIN,False,OTHER,-199.0713161652891
1985-06-01,Bulgaria,Yugoslavia,1610.4848162916683,1665.5254906680505,1619.54405048184,1656.4662564778787,HOME_WIN,False,QUALIFICATION,-55.040674376382185
1985-06-01,Hong Kong,Macau,1503.1877886831253,1369.3243629197584,1505.9099923142514,1366.6021592886323,HOME_WIN,False,FRIENDLY,133.86342576336688
1985-06-02,Colombia,Argentina,1471.5651336443348,1824.4995750010685,1465.3334081804617,1830.7313004649416,AWAY_WIN,False,QUALIFICATION,-352.9344413567337
1985-06-02,Bolivia,Brazil,1375.799282568552,1920.386642038647,1373.4326252730968,1922.7532993341022,AWAY_WIN,False,QUALIFICATION,-544.5873594700952
1985-06-02,Canada,Ghana,1529.8658349838117,1748.149017141327,1540.6571625904664,1737.3576895346723,HOME_WIN,True,OTHER,-218.28318215751528
1985-06-02,Mexico,Italy,1703.855783376285,1867.2597080136431,1703.855783376285,1867.2597080136431,DRAW,False,FRIENDLY,-163.40392463735816
1985-06-02,Venezuela,Peru,1244.1176651605479,1556.8554837182403,1239.3947354686468,1561.5784134101414,AWAY_WIN,False,QUALIFICATION,-312.73781855769244
1985-06-02,Republic of Ireland,Switzerland,1547.1322163295413,1549.6603307871844,1562.241211262137,1534.5513358545886,HOME_WIN,False,QUALIFICATION,-2.5281144576431416
1985-06-03,Bahrain,Malaysia,1416.2091919566803,1539.785283336389,1430.946018013574,1525.0484572794953,HOME_WIN,True,OTHER,-123.57609137970871
1985-06-03,New Zealand,Fiji,1645.7777889790384,1500.5573812500886,1649.9916090515048,1496.3435611776222,HOME_WIN,False,FRIENDLY,145.2204077289498
1985-06-05,Denmark,Russia,1680.399097400495,1887.4930306317792,1701.802857427202,1866.0892706050722,HOME_WIN,False,QUALIFICATION,-207.09393323128415
1985-06-05,New Zealand,Fiji,1649.9916090515048,1496.3435611776222,1653.1265693823213,1493.2086008468057,HOME_WIN,False,FRIENDLY,153.64804787388266
1985-06-05,Norway,Wales,1405.2508297219513,1632.4160867937449,1414.1528698504117,1623.5140466652845,HOME_WIN,False,FRIENDLY,-227.16525707179358
1985-06-05,Sweden,Czechoslovakia,1668.5865464074163,1704.5588468373064,1682.0627574520863,1691.0826357926364,HOME_WIN,False,QUALIFICATION,-35.97230042989008
1985-06-06,England,Italy,1889.1114156796077,1867.2597080136431,1884.6913070305868,1871.679816662664,AWAY_WIN,True,FRIENDLY,21.851707665964568
1985-06-06,Finland,Romania,1250.989181979848,1631.8393360744753,1250.989181979848,1631.8393360744753,DRAW,False,QUALIFICATION,-380.85015409462744
1985-06-06,South Korea,Thailand,1763.6473491163322,1458.8976865240254,1764.8766403030074,1457.6683953373501,HOME_WIN,False,OTHER,304.7496625923068
